用户id,用户名,用户头像,发布时间,性别,账户类型,是否机构号,粉丝数量,点赞数量,评论数,回答内容,影响力
bed305f4ca59c9c65485204545c6f6e2,刘琦,https://pic1.zhimg.com/v2-ec3eae25f5db4dea62801450c41ace9a.jpg?source=1940ef5c,2022/12/24,男,people,FALSE,29,1,0,最近好多朋友应该都收到了银行发的个人养老金售卖的短信了吧？没错，现在个人养老金已经开始售卖了，各银行也开始了抢人大战，推出在本银行缴纳可以得多少钱的优惠券或者是支付红包之类的，小到几十，大到几百。但，今天想和大家聊一聊个人养老金，希望大家能搞明白个人养老金是不是你想要的之后再下手，千万别因为银行几十几百块钱的“鱼饵”，就把自己吊住了。什么是个人养老金？我国养老有三大支柱：基本养老保险、企业年金和个人商业养老。而个人养老金属于养老的第三支柱，也就是在政府支持下，个人自愿参加，实现养老保险补充功能的一个养老制度哪些人可以参与？只要是在中国境内参加城镇职工基本养老保险或者城乡居民养老保险的劳动者如何参与？如果想参加个人养老金需要我们开通两个账户：个人养老金账户和个人养老金资金账户。个人养老金账户用来登记和管理个人身份信息，记录我们个人缴费、投资、领取、抵扣等相关信息；个人养老资金账户就是个人养老金存缴支付账户，存缴记录和资金情况都是在这个账户查询。两个账户都是唯一的，且相互对应，大家可以在银行一次性开通两个账户，还是比较方便的。目前每人每年缴纳的上限就是12000元，月缴、年缴都可以，但是大家要记住，个人养老金账户施行的是封闭运行，所以不能随意提前支取，所以，如果打算存缴，大家要想清楚，这笔钱，一时半会儿可取不出来。个人养老金怎么领取？目前有四种情况可以领取：1. 达到领取基本养老金的年龄；2. 出国（境）定居；3. 完全丧失劳动能力；4. 国家规定的其它情形；领取方式也有三种：按月领取、分次领取和一次性领取。个人养老金的收益咋样？目前个人养老金有四个投资方向：养老存款、商业养老保险、银行理财和养老基金四个方式。预估来看的话，养老存款的收益可能在2.7%左右，风险等级大概在r1，风险也比较低；商业养老保险收益率在3%-4%左右，优势是相对保底；银行理财收益率在3.5%-5%左右，有一定的风险；养老基金收益率会更高，风险相对也会更高，风险等级大概是r3-r4的样子。个人养老金有啥优惠呢？在缴费的时候，我们可以按照每年12000的标准在综合所得或经营所得中据实抵扣个税，这个大家已经可以在个人所得税APP内看到了。通过计算结果来看，目前个人所得税税率在10%-20%的朋友性价比还是相当划算的，大概就是月薪8k-30k这部分人。当然啦，也不是收入不高的不适合，只不过和高工资相比，好像就没有那么突出，如果没有适合的投资方式，拿工资里少部分来投资个个人账户，补充一下也是不错；或者也可以做大额储蓄，通过增额寿或者商业养老年金来投资，也是一个个人养老规划的思路。总的来说，个人养老金的优缺点其实一目了然。缺点就是流动性差、投资额度有限以及收益大概率需要自负盈亏；好处呢，就是可以抵扣个税、帮助更多不擅长资金管理与规划的人群做养老规划。当然了，如果有一些朋友如果想突破金额限制，为自己做一个稳健的养老规划，也可以通过保险公司购买商业养老保险，在保证利率固定、收益确定的前提下，也是一个不错的选择，如果大家对此感兴趣，也可以来问我~最后，如果大家认为个人养老金很适合自己，建议多选选、多看看，目前每个银行的产品都不太一样，而我们在开账户的时候，也只能在一个银行开账户，所以一旦确定估计很难更改，大家一定要想好再开通。无论如何，都希望大家都能提前做好养老规划，才能让我们的老年生活更加滋润，毕竟早储蓄，才能早退休~,0.471814489
bb789b9446f94391819c2f7efb827b4b,云风,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/15,男,people,FALSE,28,1,0,有个疑问：怎么确定一个谎言交替的时代，几十年后还会剩下本金？去农村或者偏远山区看看，如果幸运，如果遇到的新农村不是只刷新了白墙，那可能还可以在一些泛黄的墙体上找到一些历史的美好憧憬宣文字。,0.4717521
66a7b0b8aaeb6ce47a8111e87aa80b90,是小忱啊,https://pica.zhimg.com/v2-603a638ee976bfe7d3196552b06cba61.jpg?source=1940ef5c,2022/12/8,未知,people,FALSE,28,1,0,个人养老金是指政府政策支持、个人自愿参加、市场化运营、实现养老保险补充功能的制度。个人养老金实行个人账户制，缴费完全由参加人个人承担，自主选择购买符合规定的储蓄存款、理财产品、商业养老保险、公募基金等金融产品（以下统称个人养老金产品），实行完全积累，按照国家有关规定享受税收优惠政策。个人养老金延税政策：缴费环节：按照12000元/年的限额据实税前扣除；投资环节：投资收益暂不征收个税；领取环节：缴费及收益均不并入综合所得，单独按照3%的税率计税。收入越高的人群节税效果越明显。该制度采用国家指定商业养老保险形式，收益与寻常商业养老保险一般为3.5%，且因为是商业保险性质，虽然有国家指定的优势，但依旧不能100%保收益，依旧存在亏损的风险。自己还需多加考量。,0.4717521
5e57fc70d2d924e0a39e50a4b29953c6,提前退休就是好,https://pica.zhimg.com/v2-45703fa1cd5a16dd81f027c428a14be6.jpg?source=1940ef5c,2022/11/7,女,people,FALSE,27,1,0,挺好的，你现在攒点钱，哪怕一年就攒1000，想想三四十年也有好几万了，这好几万一年哪怕只涨百分之几，到你退休的时候也是二三十万块了。伸手问儿女要钱，必定要看脸色，自己的孩子还好，自己儿子的儿媳妇呢真的能把你当亲爸看吗？很多人可能想着我多攒点钱，到老了不就行了吗？但是有没有想过很多人一年到头发现到年底出了身上买一个新手机，买两个新的包，好像什么都没剩下。,0.471689707
795c398f93126d24d3b9af42b64b565e,JoKing,https://picx.zhimg.com/v2-ed1ffaec9b2c794ed23f6017651d5ad3.jpg?source=1940ef5c,2022/12/18,未知,people,FALSE,27,1,0,这个玩意儿明显只财政不够了，吸血补充养老资金去了。你要是只有5年以内退休，可以缴纳。其余的不用考虑,0.471689707
7a9d45eaf89fb91877db2a95bb0c3272,南泽旭,https://pic1.zhimg.com/v2-c7053ba3d73c7c4a66b3b2417d3cad43.jpg?source=1940ef5c,2022/12/15,男,people,FALSE,26,1,0,你有必要被骗吗？,0.47162731
44d04547f9edb4aa2d7c079c7d2319ca,茄子茄子圆茄子,https://pic1.zhimg.com/v2-a100b2fb64b50528c865de0f9a37770e.jpg?source=1940ef5c,2022/11/5,男,people,FALSE,25,1,0,你惦记那点利息，人家看上的是你的本金。杀猪盘吗领导,0.47156491
9a3b6e5098211be0f370f1f4a9ce1f8a,金志茗,https://pic1.zhimg.com/v2-6012fcbdc9b00b605b4b50b59e39d651.jpg?source=1940ef5c,2022/11/4,男,people,FALSE,24,1,0,出来洗地了。,0.471502505
8fb92cc79e53adadf2f1bf6e458652d7,翠星石,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/11/7,男,people,FALSE,24,1,0,继承时需继承人和被继承人本人到现场办理。,0.471502505
f1c81db31fd0ae85ee4808ebc98979dd,Aloof,https://picx.zhimg.com/v2-9c285b8371adea923344a4d1b0cdff24.jpg?source=1940ef5c,2022/12/5,未知,people,FALSE,22,1,0,根据过去20年的生活经验，比较贴近老百姓的国家政策有以下几个（欢迎补充）1、房价会降（会控）；2、油价根据国际原油价涨跌；3、多个市都曾公开说过不会限号；现在出了有个养老金，虽然细节没说清楚，但是你们可以来买。,0.471377685
f74eede2a23765802c650d085f826c08,Kami Kami,https://picx.zhimg.com/v2-c6a0da9af153e0a1abb04ed55398cb11.jpg?source=1940ef5c,2022/12/26,未知,people,FALSE,21,1,0,自主性强：个人养老金计划让您自己决定如何储蓄并使用您的养老金，而不是由雇主或政府决定。灵活性大：个人养老金计划可以根据您的个人情况和目标进行调整。您可以选择不同的投资策略来实现自己的养老金目标。税收优惠。保护性强：个人养老金计划的资金通常受到法律保护，这意味着在您的养老金账户内的资金不会受到债务人的追讨。财务自由度大：通过个人养老金计划，您可以为自己的退休生活创造财务自由度。您可以根据自己的喜好和需求来计划退休，而不必担心经济上的压力。,0.471315269
2f3a71d962e75bd9b5546533dc39420b,金妍姐,https://picx.zhimg.com/v2-2c6c79decea5d58d0f98e24671933b8d.jpg?source=1940ef5c,2022/12/7,女,people,FALSE,21,1,0,今天就来给姐妹们，深度扒一扒！ 什么是个人养老金制度国家鼓励个人到银行开设个人养老金账户，买国家筛选的金融产品，提前给未来的自己攒养老钱1、个人养老金：政策支持，个人自愿参加2、社保养老金：单位和个人都得出钱，强制交 参加还有羊毛薅？1、缴费环节：个人养老金账户的缴费不征税，年底报税时，可以在【综合所得】或【经营所得】里申报扣除2、投资环节：个人养老的投资收益暂不征税3、领取环节：领取时按照3%的税率缴税 谁能参加所有交社保的打工人都能参加，无论交的是职工养老还是新农保都可 具体怎么开户个人养老金分为两个账户:1、个人养老金账户，要用来登记和管理个人身份信息2、个人养老金资金账户，主要用来购买产品、缴费等 个人养老金账户开户流程：1、登录国家社会保险公共服务平台，点击“个人养老金账户开立”2、点击左侧服务列表中的“个人养老金账户开立”3、回答问题，进行实名认证4、认证成功后，阅读条款，点击“账户开立”即可 个人养老金资金账户开户流程任选一家银行，进入相应手机银行艾皮皮，就能在线办1、以工商银行为例，主页点击“个人养老金”2、点击“立即开立个人养老金账户”3、点击立即开通4、阅读相关协议，并上传相关资料即可 谁适合谁买？敲重点，国家为了推行第三支柱，给个人养老金提供了各种利好，不过马哥认为更适合以下人群1、月工资收入1W以上2、想规划养老但管不住手的??????但如果以下的情况，我觉得可能商业养老金会更适合你1、月收入1W以下，想急用钱时可以挪用2、懒得自己操心，想要确定的收益3、爱自由，不想受退休时间限制关于养老金，姐妹们还有什么疑问，一起评论区交流哇,0.471315269
5a53e92f0389ad6b598d46a908be7804,Yeung,https://pic1.zhimg.com/v2-f8f2e3412015dc3a892d3ecc7136ea41.jpg?source=1940ef5c,2022/12/14,男,people,FALSE,20,1,0,我的评价是交到我这里来。你交12000我给你退8000,0.471252849
e0ea9151912f3928593432532e6b120d,水墨清,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=1940ef5c,2022/12/13,女,people,FALSE,20,1,0,首先，要了解个人养老金，又是个啥意思？我理解个人养老金提供一个封闭期超长的投资基金而已。自负盈亏，无兜底，保底，自己承担风险而且，这个封闭期，不是一般的长，要一直到退休年龄。规定的领取条件里，有4个：有什么特点（注：不是优点也不是缺点）：1、并没有规定具体年限，不管你现在多少岁，要到60或者65岁才能取。2、个人养老金提供的金融产品，某种方面可以说是国家认可的，相对靠谱一些3、回报率，应该会比银行存款高点但是，要注意只要你的钱交到个人养老金账户，那就意味着已经进入封闭期。没什么特殊原因，你要到国家给你规定的退休时期，才能取出来。之前的几十年，只能缴费，不能取。然后你的钱到个人养老金资金账户后，就可以购买里提供的各种金融理财产品。所以，才说个人养老金账户就是一个长期的封闭是基金，缴费之前，你要考虑清楚，你缴费到养老金资金账户里的钱，都是要几十年取不出来的，是要投资的，想清楚了，再缴费。这是一个一对一绑定的特殊专用资金账户。   所以，你存进“个人养老金资金账户”的钱，都是已经打算拿去投资的，并且在你退休前都不打算拿出来的钱，才可以往里面缴费。优点：可以抵扣个人所得税（如果你没到交税的金额当我没说）要不要交，个人觉得得分情况：1、如果你没到交税的金额，就是每月工资3000多4000多5000，一人吃饱全家不饿，没必要，抵扣个税一分钱优惠都享受不到，钱你还很久都取不出来。2、.如果你月入1万,0.471252849
